0.1,197.8,2.85657137141714,1.194122138350525,0.0605643943928522,1.043702954345525,4.440892098500626e-16
0.2,401.7,7.156116265125939,1.3031767277803399,0.07222237488082388,1.043702954345525,4.440892098500626e-16
0.3,607.2,0.9797958971132714,1.4311172186545145,0.04091624862070108,1.043702954345525,4.440892098500626e-16
0.4,814.1,4.592385001282012,1.5437787337236057,0.04859598875811661,1.043702954345525,4.440892098500626e-16
0.5,1016.1,6.007495318350236,1.6548784255457663,0.05712240904735455,1.043702954345525,4.440892098500626e-16
0.6,1216.9,12.613088440187836,1.7050300508859602,0.03989126639622989,1.043702954345525,4.440892098500626e-16
0.7,1415.1,13.125928538583466,1.7664006623069135,0.028653149250188133,1.043702954345525,4.440892098500626e-16
0.8,1625.0,19.595917942265423,1.7773017843624246,0.014505197302216968,1.043702954345525,4.440892098500626e-16
0.9,1825.4,16.218507946170632,1.7976967617390778,0.010538876569998962,1.043702954345525,4.440892098500626e-16
1,2022.0,22.167543842293398,1.8309379545497344,0.020652179299381266,1.043702954345525,4.440892098500626e-16
