1.2,773.0,1.0267910258171846,1.1226978946245056
1.4,655.0,1.0077538784839704,1.1126354169911266
1.6,615.0,1.0129431336960508,1.1067370815047166
1.8,439.0,1.026557615189701,1.1328902654773538
2,457.0,1.0472443591277878,1.1274806373520456
4,306.0,1.1657319122781613,1.115658037763381
6,301.0,1.2593955536283252,1.1388170329632008
8,269.0,1.2500158781952628,1.1143079397425284
10,269.0,1.2866138678699781,1.129873825795285
